question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
"""Michel Aoun led which then unsettled Middle """"Eastern country form 1988-1990?""","['lebanone', 'lebanon', 'lubnaniyah', 'liban']",lebanon,0,trivia,1.0,"{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,lebanon,"['lebanone', 'lebanon', 'lubnaniyah', 'liban']","{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,lebanon,"['lebanone', 'lebanon', 'lubnaniyah', 'liban']","{'proba': ['0.9', '0.05', '0.03', '0.02'], 'response_idx': '0'}",0,lebanon,"['lebanone', 'lebanon', 'lubnaniyah', 'liban']","{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,lebanon,"['lebanone', 'lebanon', 'lubnaniyah', 'liban']",{'lebanon'},1.0,True
1998 was the Chinese year of which creature?,"['naahar', 'tiger blood', 'tiger', 'tigrine']",tiger,0,trivia,1.0,"{'proba': ['0.1', '0.7', '0.2', '0.0'], 'response_idx': '2'}",2,tiger,"['naahar', 'tiger blood', 'tiger', 'tigrine']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,tiger,"['naahar', 'tiger blood', 'tiger', 'tigrine']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,tiger,"['naahar', 'tiger blood', 'tiger', 'tigrine']","{'proba': ['0.1', '0.7', '0.2', '0.0'], 'response_idx': '2'}",2,tiger,"['naahar', 'tiger blood', 'tiger', 'tigrine']",{'tiger'},1.0,True
Which actor won an Academy Award for his performance in The African Queen?,"['humphrey bogart', 'humphry bogart', 'humprey bogart', 'humphrey deforest bogart']",humphrey bogart,0,trivia,0.75,"{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,humphrey bogart,"['humphrey bogart', 'humphry bogart', 'humprey bogart', 'humphrey deforest bogart']","{'proba': ['0.3', '0.3', '0.3', '0.1'], 'response_idx': '0'}",0,humphrey bogart,"['humphrey bogart', 'humphry bogart', 'humprey bogart', 'humphrey deforest bogart']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,humphry bogart,"['humphrey bogart', 'humphry bogart', 'humprey bogart', 'humphrey deforest bogart']","{'proba': ['0.9', '0.05', '0.03', '0.02'], 'response_idx': '0'}",0,humphrey bogart,"['humphrey bogart', 'humphry bogart', 'humprey bogart', 'humphrey deforest bogart']","{'humphrey bogart', 'humphry bogart'}",0.75,False
Repeating experiments improves the likelihood of accurate results because the overall results are,"['more likely to prove the hypothesis correct.', 'more likely to be correct due to fewer errors being made.', 'less likely to be correct due to fewer errors being made.', 'less likely to prove the hypothesis correct.']",more likely to be correct due to fewer errors being made.,0,arc,0.75,"{'proba': ['0.2', '0.2', '0.3', '0.3'], 'response_idx': '3'}",3,more likely to prove the hypothesis correct.,"['more likely to prove the hypothesis correct.', 'more likely to be correct due to fewer errors being made.', 'less likely to be correct due to fewer errors being made.', 'less likely to prove the hypothesis correct.']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,more likely to be correct due to fewer errors being made.,"['more likely to prove the hypothesis correct.', 'more likely to be correct due to fewer errors being made.', 'less likely to be correct due to fewer errors being made.', 'less likely to prove the hypothesis correct.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,more likely to be correct due to fewer errors being made.,"['more likely to prove the hypothesis correct.', 'more likely to be correct due to fewer errors being made.', 'less likely to be correct due to fewer errors being made.', 'less likely to prove the hypothesis correct.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,more likely to be correct due to fewer errors being made.,"['more likely to prove the hypothesis correct.', 'more likely to be correct due to fewer errors being made.', 'less likely to be correct due to fewer errors being made.', 'less likely to prove the hypothesis correct.']","{'more likely to prove the hypothesis correct.', 'more likely to be correct due to fewer errors being made.'}",0.75,False
A fox gave birth to an offspring that had a better sense of hearing than most foxes. How could this small change most likely result in descendants that are different from the original fox?,"['Over time, descendants of this fox may hear and hunt prey better than other foxes.', 'Over time, descendants of this fox may become extinct.', 'Foxes that have a better sense of hearing may be hunted more frequently.', 'Foxes that have a better sense of hearing may mutate more frequently than other foxes.']","Over time, descendants of this fox may hear and hunt prey better than other foxes.",0,arc,1.0,"{'proba': ['0.3', '0.1', '0.2', '0.4'], 'response_idx': '3'}",3,"Over time, descendants of this fox may hear and hunt prey better than other foxes.","['Over time, descendants of this fox may hear and hunt prey better than other foxes.', 'Over time, descendants of this fox may become extinct.', 'Foxes that have a better sense of hearing may be hunted more frequently.', 'Foxes that have a better sense of hearing may mutate more frequently than other foxes.']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,"Over time, descendants of this fox may hear and hunt prey better than other foxes.","['Over time, descendants of this fox may hear and hunt prey better than other foxes.', 'Over time, descendants of this fox may become extinct.', 'Foxes that have a better sense of hearing may be hunted more frequently.', 'Foxes that have a better sense of hearing may mutate more frequently than other foxes.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,"Over time, descendants of this fox may hear and hunt prey better than other foxes.","['Over time, descendants of this fox may hear and hunt prey better than other foxes.', 'Over time, descendants of this fox may become extinct.', 'Foxes that have a better sense of hearing may be hunted more frequently.', 'Foxes that have a better sense of hearing may mutate more frequently than other foxes.']","{'proba': ['0.7', '0.1', '0.05', '0.15'], 'response_idx': '0'}",0,"Over time, descendants of this fox may hear and hunt prey better than other foxes.","['Over time, descendants of this fox may hear and hunt prey better than other foxes.', 'Over time, descendants of this fox may become extinct.', 'Foxes that have a better sense of hearing may be hunted more frequently.', 'Foxes that have a better sense of hearing may mutate more frequently than other foxes.']","{'Over time, descendants of this fox may hear and hunt prey better than other foxes.'}",1.0,True
The painting The Scream was stolen form which city in 1994?,"['weather in oslo', 'municipality of oslo', 'oslo', 'oslo norway']",oslo,0,trivia,1.0,"{'proba': ['0.6', '0.3', '0.1', '0.0'], 'response_idx': '0'}",0,oslo,"['weather in oslo', 'municipality of oslo', 'oslo', 'oslo norway']","{'proba': ['0.1', '0.2', '0.6', '0.1'], 'response_idx': '2'}",2,oslo,"['weather in oslo', 'municipality of oslo', 'oslo', 'oslo norway']","{'proba': ['0.4', '0.3', '0.2', '0.1'], 'response_idx': '0'}",0,oslo,"['weather in oslo', 'municipality of oslo', 'oslo', 'oslo norway']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,oslo,"['weather in oslo', 'municipality of oslo', 'oslo', 'oslo norway']",{'oslo'},1.0,True
"The heart, blood vessels, kidneys, and bladder working together are best described as","['a system.', 'an organism.', 'a tissue.', 'a cell.']",a system.,0,arc,0.75,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,a system.,"['a system.', 'an organism.', 'a tissue.', 'a cell.']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,a system.,"['a system.', 'an organism.', 'a tissue.', 'a cell.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,a system.,"['a system.', 'an organism.', 'a tissue.', 'a cell.']","{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,a tissue.,"['a system.', 'an organism.', 'a tissue.', 'a cell.']","{'a tissue.', 'a system.'}",0.75,False
Shark tank is a popular reality what?,"['san francisco bay', 'pool hall', 'new england', 'television show']",television show,0,csqa,1.0,"{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,television show,"['san francisco bay', 'pool hall', 'new england', 'television show']","{'proba': ['0.9', '0.05', '0.025', '0.025'], 'response_idx': '0'}",0,television show,"['san francisco bay', 'pool hall', 'new england', 'television show']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,television show,"['san francisco bay', 'pool hall', 'new england', 'television show']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,television show,"['san francisco bay', 'pool hall', 'new england', 'television show']",{'television show'},1.0,True
Who did James Earl Ray shoot in Memphis in April 1968?,"['martain luther king', 'martin luther king', 'mlkj', 'dr king']",martin luther king,0,trivia,0.5,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,martin luther king,"['martain luther king', 'martin luther king', 'mlkj', 'dr king']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,martain luther king,"['martain luther king', 'martin luther king', 'mlkj', 'dr king']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,mlkj,"['martain luther king', 'martin luther king', 'mlkj', 'dr king']","{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,martin luther king,"['martain luther king', 'martin luther king', 'mlkj', 'dr king']","{'martain luther king', 'mlkj', 'martin luther king'}",0.5,False
What particle always has a mass of one atomic mass unit (amu) and no charge?,"['a neutron', 'an electron', 'an atom', 'a proton']",a neutron,0,arc,1.0,"{'proba': ['0.1', '0.1', '0.8', '0.0'], 'response_idx': '2'}",2,a neutron,"['a neutron', 'an electron', 'an atom', 'a proton']","{'proba': ['0.9', '0.05', '0.025', '0.025'], 'response_idx': '0'}",0,a neutron,"['a neutron', 'an electron', 'an atom', 'a proton']","{'proba': ['0.9', '0.05', '0.025', '0.025'], 'response_idx': '0'}",0,a neutron,"['a neutron', 'an electron', 'an atom', 'a proton']","{'proba': ['0.9', '0.05', '0.025', '0.025'], 'response_idx': '0'}",0,a neutron,"['a neutron', 'an electron', 'an atom', 'a proton']",{'a neutron'},1.0,True
"A person catches and measures a large fish called a halibut. She thinks that this halibut is above average in size. To help support her thinking, it would be most helpful to measure","['many fish of the same type.', 'fish during a different season.', 'fish from the same location.', 'many types of fish.']",many fish of the same type.,0,arc,0.5,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,fish from the same location.,"['many fish of the same type.', 'fish during a different season.', 'fish from the same location.', 'many types of fish.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,fish from the same location.,"['many fish of the same type.', 'fish during a different season.', 'fish from the same location.', 'many types of fish.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,many fish of the same type.,"['many fish of the same type.', 'fish during a different season.', 'fish from the same location.', 'many types of fish.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,many fish of the same type.,"['many fish of the same type.', 'fish during a different season.', 'fish from the same location.', 'many types of fish.']","{'many fish of the same type.', 'fish from the same location.'}",0.75,False
"In October 2012, I joined an organization to volunteer to work in Thailand. When I arrived in Thailand, I thought I would be taken to an orphanage . However, I was told that I had to go to the place where I would live by train alone. And then I knew that my job was to teach English in a school instead of working at an orphanage.
The next day I went to the school and met the kids I would teach. In the classroom, the kids looked at me, saying nothing. No one could speak English. But from their eyes, I knew they were really nervous to learn English, It seemed like a big challenge for me, but that was just what I wanted.
Although I loved the kids and the challenge, my life in Thailand was quite hard at first. I was alone and there was nobody I could talk to. However, I didn't give up. If I had been afraid of difficulties, I wouldn't have traveled all the way from England to Thailand to be a volunteer. Little by little, I learned some Thai and started to fall in love with Thailand. Every time I saw the kids' pleasure of learning English, I was happy and felt that what I was doing was really _ .
Now I'm working in a hospital in Thailand. If you also want to be a volunteer like me, don't worry too much about the food or the place where you live. After all, as a volunteer, the most important thing is to help people who need help!

How did the writer feel when she started her job on the first day?","['She thought it hard but interesting.', ""She wasn't interested in it at all."", 'She wanted to go back home.', 'She felt her job was very easy.']",She thought it hard but interesting.,0,race,1.0,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,She thought it hard but interesting.,"['She thought it hard but interesting.', ""She wasn't interested in it at all."", 'She wanted to go back home.', 'She felt her job was very easy.']","{'proba': ['0.9', '0.05', '0.025', '0.025'], 'response_idx': '0'}",0,She thought it hard but interesting.,"['She thought it hard but interesting.', ""She wasn't interested in it at all."", 'She wanted to go back home.', 'She felt her job was very easy.']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,She thought it hard but interesting.,"['She thought it hard but interesting.', ""She wasn't interested in it at all."", 'She wanted to go back home.', 'She felt her job was very easy.']","{'proba': ['0.9', '0.1', '0.0', '0.0'], 'response_idx': '0'}",0,She thought it hard but interesting.,"['She thought it hard but interesting.', ""She wasn't interested in it at all."", 'She wanted to go back home.', 'She felt her job was very easy.']",{'She thought it hard but interesting.'},1.0,True
Learning about science can cause what emotion?,"['excitement', 'invent', 'frustration', 'smiles']",frustration,0,csqa,0.0,"{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,excitement,"['excitement', 'invent', 'frustration', 'smiles']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,excitement,"['excitement', 'invent', 'frustration', 'smiles']","{'proba': ['0.2', '0.1', '0.4', '0.3'], 'response_idx': '3'}",3,excitement,"['excitement', 'invent', 'frustration', 'smiles']","{'proba': ['0.4', '0.1', '0.2', '0.3'], 'response_idx': '0'}",0,excitement,"['excitement', 'invent', 'frustration', 'smiles']",{'excitement'},1.0,False
What weapon will aim for the nose of an aircraft?,"['head', 'aircraft', 'missile', 'upper respiratory tract']",missile,0,csqa,1.0,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,missile,"['head', 'aircraft', 'missile', 'upper respiratory tract']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,missile,"['head', 'aircraft', 'missile', 'upper respiratory tract']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,missile,"['head', 'aircraft', 'missile', 'upper respiratory tract']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,missile,"['head', 'aircraft', 'missile', 'upper respiratory tract']",{'missile'},1.0,True
Who was Clark Kent's high school sweetheart?,"['countess marguerite isobel theroux', 'lana lang', 'lana lazarenko', 'lana luthor']",lana lang,0,trivia,1.0,"{'proba': ['0.4', '0.3', '0.1', '0.2'], 'response_idx': '0'}",0,lana lang,"['countess marguerite isobel theroux', 'lana lang', 'lana lazarenko', 'lana luthor']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,lana lang,"['countess marguerite isobel theroux', 'lana lang', 'lana lazarenko', 'lana luthor']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,lana lang,"['countess marguerite isobel theroux', 'lana lang', 'lana lazarenko', 'lana luthor']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,lana lang,"['countess marguerite isobel theroux', 'lana lang', 'lana lazarenko', 'lana luthor']",{'lana lang'},1.0,True
One way to resolve confusion here is to raise my hand. Where am I?,"['opera', 'mind', 'class', 'school']",class,0,csqa,0.5,"{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,class,"['opera', 'mind', 'class', 'school']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,school,"['opera', 'mind', 'class', 'school']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,class,"['opera', 'mind', 'class', 'school']","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,school,"['opera', 'mind', 'class', 'school']","{'school', 'class'}",0.75,False
"Uncle Li and Uncle Wang are good friends. They live next to each other and their farms are both at the foot of the mountain. So they can help each other. But neither of them likes to use his head. They work hard but they are both poor. Most villagers have built new houses, but they still live in the low and broken houses. They never find out why.
Once Uncle Li went to town to buy some medicine for his wife. In the town he heard the apples in a city were expensive. He told Uncle Wang about it as soon as he went back. They decided to carry some apples to the city. They borrowed some money from their friends and bought nearly 1,000 kilograms of apples in the villages and carried them to the city on a tractor . Bad luck! A lot of apples were in the city when they arrived. A few days later they had to sell them at a low price. They felt unhappy and returned to their village.
""I can't understand why we sustained   losses  in business while others always profit  "" Uncle Li asked one day.
""The tractor was too small"" Uncle Wang said without thinking. ""We'll carry more apples on a truck next time!""
""I agree!"" said Uncle Li. ""How foolish we were!""

Uncle Li and Uncle Wang were unhappy because   _  .","['something was wrong with the tractor', 'they had sustained losses in business', 'other people profited in the city', 'they had lost some money in the city']",they had sustained losses in business,0,race,1.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '3'}",3,they had sustained losses in business,"['something was wrong with the tractor', 'they had sustained losses in business', 'other people profited in the city', 'they had lost some money in the city']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,they had sustained losses in business,"['something was wrong with the tractor', 'they had sustained losses in business', 'other people profited in the city', 'they had lost some money in the city']","{'proba': ['0.2', '0.2', '0.2', '0.4'], 'response_idx': '3'}",3,they had sustained losses in business,"['something was wrong with the tractor', 'they had sustained losses in business', 'other people profited in the city', 'they had lost some money in the city']","{'proba': ['0.2', '0.6', '0.1', '0.1'], 'response_idx': '1'}",1,they had sustained losses in business,"['something was wrong with the tractor', 'they had sustained losses in business', 'other people profited in the city', 'they had lost some money in the city']",{'they had sustained losses in business'},1.0,True
"Pablo Picasso was born in Spain in 1881. His father was a painter and art teacher who gave his son the first lesson in drawing. He won a prize-- ""Science and Charity"" for his first important painting when he was only fifteen. He studied in several cities in Spain. But there was no one to teach him all that he wanted to know. When he was nineteen, he visited Paris.
Paris was then the center of the world for artists. Everything that was new and exciting in the world of paintings seemed to happen there. When he was twenty-three, Picasso moved there to live and lived in France for the rest of his life.
When he was over ninety, this great painter still lived his life like a young man. He was still looking for new ideas and new ways to use his artistic materials.
When he died in 1973, he was ninety-one years old.
.

What did Pablo Picasso's father do?","['An artist.', 'A painter.', 'A teacher.', 'A painter and art teacher.']",A painter and art teacher.,0,race,1.0,"{'proba': ['0.0', '0.0', '0.0', '1.0'], 'response_idx': '3'}",3,A painter and art teacher.,"['An artist.', 'A painter.', 'A teacher.', 'A painter and art teacher.']","{'proba': ['0.0', '0.0', '0.0', '1.0'], 'response_idx': '3'}",3,A painter and art teacher.,"['An artist.', 'A painter.', 'A teacher.', 'A painter and art teacher.']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,A painter and art teacher.,"['An artist.', 'A painter.', 'A teacher.', 'A painter and art teacher.']","{'proba': ['0.0', '0.0', '0.0', '1.0'], 'response_idx': '3'}",3,A painter and art teacher.,"['An artist.', 'A painter.', 'A teacher.', 'A painter and art teacher.']",{'A painter and art teacher.'},1.0,True
Who played Drew Barrymore's stepmother in Ever After?,"['angellica huston', 'angelica huston', 'angelica houston', 'anjelica houston']",angelica houston,0,trivia,0.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,anjelica houston,"['angellica huston', 'angelica huston', 'angelica houston', 'anjelica houston']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,angelica huston,"['angellica huston', 'angelica huston', 'angelica houston', 'anjelica houston']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,angelica huston,"['angellica huston', 'angelica huston', 'angelica houston', 'anjelica houston']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,angelica huston,"['angellica huston', 'angelica huston', 'angelica houston', 'anjelica houston']","{'anjelica houston', 'angelica huston'}",0.75,False
"A young man and a young girl get married  . The man has much money, and he likes reading very much in his spare   time. The woman is very beautiful, but she doesn't have anything to do because the servant does everything for her every day. She isn't happy, either. Do you know the reason? Her _ is busy reading his books and has no time to stay with her every day.
One day, she says to her husband: ""I would like to be a book!"" ""Why, dear?"" the husband asks. ""Then you will love to read me very much"" ""But I don't think so, dear. After I read one book, I usually read the next one soon,"" the husband answers.

Who does the housework in the family?","[""The man's mother."", 'The servant.', 'The woman.', 'The man.']",The servant.,0,race,1.0,"{'proba': ['0.6', '0.1', '0.1', '0.2'], 'response_idx': '0'}",0,The servant.,"[""The man's mother."", 'The servant.', 'The woman.', 'The man.']","{'proba': ['0.2', '0.2', '0.2', '0.4'], 'response_idx': '2'}",2,The servant.,"[""The man's mother."", 'The servant.', 'The woman.', 'The man.']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,The servant.,"[""The man's mother."", 'The servant.', 'The woman.', 'The man.']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,The servant.,"[""The man's mother."", 'The servant.', 'The woman.', 'The man.']",{'The servant.'},1.0,True
"Dear Sir,
I read your ad in the newspaper yesterday. I'm writing to tell you I'd like to work as a volunteer for the 2008 Olympics. My name is Fanny. I am 16. I study in No.46 Middle School from September, 2002. I love sports , and table tennis is my favorite . I can speak English very well and I am quite healthy. If I am lucky enough to become a volunteer for the 2008 Olympics, please call me as soon as possible. My telephone number is 028-84661314. I will try my best to do the job well.   Best wishes!
yours
Fanny

What does Fanny want to do for the 2008 Olympics?","['She wants to work as a volunteer.', 'She wants to work as a cleaner', 'She wants to be a player.', 'She wants to be a reporter.']",She wants to work as a volunteer.,0,race,1.0,"{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,She wants to work as a volunteer.,"['She wants to work as a volunteer.', 'She wants to work as a cleaner', 'She wants to be a player.', 'She wants to be a reporter.']","{'proba': ['0.95', '0.01', '0.02', '0.02'], 'response_idx': '0'}",0,She wants to work as a volunteer.,"['She wants to work as a volunteer.', 'She wants to work as a cleaner', 'She wants to be a player.', 'She wants to be a reporter.']","{'proba': ['0.1', '0.1', '0.7', '0.1'], 'response_idx': '2'}",2,She wants to work as a volunteer.,"['She wants to work as a volunteer.', 'She wants to work as a cleaner', 'She wants to be a player.', 'She wants to be a reporter.']","{'proba': ['0.95', '0.01', '0.02', '0.02'], 'response_idx': '0'}",0,She wants to work as a volunteer.,"['She wants to work as a volunteer.', 'She wants to work as a cleaner', 'She wants to be a player.', 'She wants to be a reporter.']",{'She wants to work as a volunteer.'},1.0,True
"Dear Linda,
I have been in England three months now, and it's my first time to be here. I hope you don't think I've forgotten you. There have been so many places to see and so many things to do that I've not had much time for writing letters.
I shall soon be starting my studies at King's College. So far I've been learning about England and British ways of living. I won't tell you about London. There are plenty of books you can read and plenty of pictures you can look at. I'm sure you'll be more interested to know what I think about the life here.
I find some of the customs   new and interesting. People here do not shake hands as much as we do in Europe. During the first few weeks I was often surprised because people did not put out their hands when I met them. Men raise their hats to women but not to each other.
Yours
Alice

She came to England to   _  .","['learn British ways of living', 'learn about life there', 'study', 'make a living']",study,0,race,1.0,"{'proba': ['0.4', '0.1', '0.3', '0.2'], 'response_idx': '0'}",0,study,"['learn British ways of living', 'learn about life there', 'study', 'make a living']","{'proba': ['0.1', '0.8', '0.05', '0.05'], 'response_idx': '1'}",1,study,"['learn British ways of living', 'learn about life there', 'study', 'make a living']","{'proba': ['0.1', '0.2', '0.6', '0.1'], 'response_idx': '2'}",2,study,"['learn British ways of living', 'learn about life there', 'study', 'make a living']","{'proba': ['0.4', '0.3', '0.2', '0.1'], 'response_idx': '2'}",2,study,"['learn British ways of living', 'learn about life there', 'study', 'make a living']",{'study'},1.0,True
What happens after eating dinner?,"['become tired', 'become full', 'indigestion', 'flatulence']",become full,0,csqa,1.0,"{'proba': ['0.2', '0.2', '0.1', '0.5'], 'response_idx': '3'}",3,become full,"['become tired', 'become full', 'indigestion', 'flatulence']","{'proba': ['0.4', '0.2', '0.3', '0.1'], 'response_idx': '0'}",0,become full,"['become tired', 'become full', 'indigestion', 'flatulence']","{'proba': ['0.2', '0.1', '0.4', '0.3'], 'response_idx': '2'}",2,become full,"['become tired', 'become full', 'indigestion', 'flatulence']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,become full,"['become tired', 'become full', 'indigestion', 'flatulence']",{'become full'},1.0,True
In 1984 how was the baby who received the heart of a baboon known?,"['baboon heart', 'baby fae', 'stephanie fae beauclair', 'baby fay']",baby fae,0,trivia,1.0,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '1'}",1,baby fae,"['baboon heart', 'baby fae', 'stephanie fae beauclair', 'baby fay']","{'proba': ['0.1', '0.2', '0.6', '0.1'], 'response_idx': '2'}",2,baby fae,"['baboon heart', 'baby fae', 'stephanie fae beauclair', 'baby fay']","{'proba': ['0.1', '0.2', '0.6', '0.1'], 'response_idx': '2'}",2,baby fae,"['baboon heart', 'baby fae', 'stephanie fae beauclair', 'baby fay']","{'proba': ['0.1', '0.7', '0.1', '0.1'], 'response_idx': '1'}",1,baby fae,"['baboon heart', 'baby fae', 'stephanie fae beauclair', 'baby fay']",{'baby fae'},1.0,True
"Almost everyone likes dogs, and almost everyone likes to read about dogs. I have friend. He has a big police dog with the name Jack. Police dogs are very clever. Every Sunday afternoon my friend takes jack for along walk in the park. Jack likes these long walks very much. One Sunday afternoon a young man came to visit my friend. He stayed a long time. He talked and talked. Soon it was time for my friend to take Jack for walk. But the visitor still stayed. Jack became much worried. He walked around the room several times and then sat down in front of the visitor and looked at him. But the visitor paid no attention to Jack. He went on talking. At last Jack got angry. He went out of the room and came back a few minutes later. He sat down again in front of the visitor, but this time he took the visitor's cap in his mouth.

The young visitor stayed a long time in my friend's house, didn't he?","['Yes, he was.', 'Yes, he did.', ""No, he wasn't."", ""No, he didn't.""]","Yes, he did.",0,race,0.25,"{'proba': ['0.2', '0.1', '0.6', '0.1'], 'response_idx': '2'}",2,"Yes, he did.","['Yes, he was.', 'Yes, he did.', ""No, he wasn't."", ""No, he didn't.""]","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,"Yes, he was.","['Yes, he was.', 'Yes, he did.', ""No, he wasn't."", ""No, he didn't.""]","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,"No, he didn't.","['Yes, he was.', 'Yes, he did.', ""No, he wasn't."", ""No, he didn't.""]","{'proba': ['0.1', '0.1', '0.1', '0.7'], 'response_idx': '3'}",3,"No, he didn't.","['Yes, he was.', 'Yes, he did.', ""No, he wasn't."", ""No, he didn't.""]","{'Yes, he was.', 'Yes, he did.', ""No, he didn't.""}",0.5,False
What does a parent tell their child to do after they've played with a lot of toys?,"['become adult', 'read book', 'clean room', 'grow up']",clean room,0,csqa,0.75,"{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '0'}",0,clean room,"['become adult', 'read book', 'clean room', 'grow up']","{'proba': ['0.25', '0.25', '0.25', '0.25'], 'response_idx': '2'}",2,read book,"['become adult', 'read book', 'clean room', 'grow up']","{'proba': ['0.4', '0.3', '0.1', '0.2'], 'response_idx': '0'}",0,clean room,"['become adult', 'read book', 'clean room', 'grow up']","{'proba': ['0.1', '0.2', '0.6', '0.1'], 'response_idx': '2'}",2,clean room,"['become adult', 'read book', 'clean room', 'grow up']","{'clean room', 'read book'}",0.75,False
