question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
The following are inherited traits of humans except,"['long hair.', 'long eyelashes.', 'blue eyes.', 'small dimples.']",long hair.,0,arc,0.5,"{'proba': [0.1, 0.1, 0.4, 0.4], 'response_idx': 1}",1,long hair.,"['long hair.', 'long eyelashes.', 'blue eyes.', 'small dimples.']","{'proba': [0.1, 0.2, 0.2, 0.5], 'response_idx': 3}",3,small dimples.,"['long hair.', 'long eyelashes.', 'blue eyes.', 'small dimples.']","{'proba': [0.2, 0.2, 0.3, 0.3], 'response_idx': 1}",1,long hair.,"['long hair.', 'long eyelashes.', 'blue eyes.', 'small dimples.']","{'proba': [0.1, 0.1, 0.3, 0.5], 'response_idx': 3}",3,small dimples.,"['long hair.', 'long eyelashes.', 'blue eyes.', 'small dimples.']","{'small dimples.', 'long hair.'}",0.75,False
Oscar is investigating how many days it takes for a chick to hatch from an egg. Which number of eggs would give Oscar the most reliable results?,"['1', '3', '5', '7']",7,0,arc,0.5,"{'proba': [0.1, 0.6, 0.2, 0.1], 'response_idx': 1}",1,7,"['1', '3', '5', '7']","{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 2}",2,5,"['1', '3', '5', '7']","{'proba': [0.2, 0.3, 0.2, 0.3], 'response_idx': 1}",1,7,"['1', '3', '5', '7']","{'proba': [0.1, 0.3, 0.4, 0.2], 'response_idx': 2}",2,5,"['1', '3', '5', '7']","{'7', '5'}",0.75,False
"A perpetual motion machine is a theoretical device which, once started, continues to operate without any additional input of energy. Which statement describes why a perpetual motion machine is impossible to design?","['Friction reduces the efficiency in a system.', 'Energy can be converted into mass.', 'The amount of energy in a system remains constant.', 'Potential energy can be converted into kinetic energy.']",Friction reduces the efficiency in a system.,0,arc,0.5,"{'proba': [0.4, 0.1, 0.4, 0.1], 'response_idx': 0}",0,The amount of energy in a system remains constant.,"['Friction reduces the efficiency in a system.', 'Energy can be converted into mass.', 'The amount of energy in a system remains constant.', 'Potential energy can be converted into kinetic energy.']","{'proba': [0.1, 0.6, 0.2, 0.1], 'response_idx': 1}",1,Friction reduces the efficiency in a system.,"['Friction reduces the efficiency in a system.', 'Energy can be converted into mass.', 'The amount of energy in a system remains constant.', 'Potential energy can be converted into kinetic energy.']","{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,The amount of energy in a system remains constant.,"['Friction reduces the efficiency in a system.', 'Energy can be converted into mass.', 'The amount of energy in a system remains constant.', 'Potential energy can be converted into kinetic energy.']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,Friction reduces the efficiency in a system.,"['Friction reduces the efficiency in a system.', 'Energy can be converted into mass.', 'The amount of energy in a system remains constant.', 'Potential energy can be converted into kinetic energy.']","{'The amount of energy in a system remains constant.', 'Friction reduces the efficiency in a system.'}",0.75,False
Billy went away because his parents were fighting and he didn't want to stay where?,"['home team', 'come back', 'charming', 'at home']",at home,0,csqa,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,at home,"['home team', 'come back', 'charming', 'at home']","{'proba': [0.05, 0.85, 0.05, 0.05], 'response_idx': 1}",1,at home,"['home team', 'come back', 'charming', 'at home']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,at home,"['home team', 'come back', 'charming', 'at home']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,at home,"['home team', 'come back', 'charming', 'at home']",{'at home'},1.0,True
"House For Sale
Red Rose Garden, Pudong
3-storey home. 509 sqm total land area. 428.8 sqm built-in. 312.9 sqm garden.
Asking for RMB 13 million.
MP: 13761973547     Tel: 021-58609228      Fax: 021-58609728
Job Wanted
Cherry, 24, a shining girl, good at oral English and Putonghua. Now I am working at an international trade company in Guangzhou. I am kind-hearted, hard-working and healthy, and would like part-time weekend work offering Putonghua lessons to foreign friends. If you are interested, please email me at cherrylf@hotmail. com.
Beijing Snow World Ski Park
Price: 18 yuan (Ticket).
50 yuan/hour on weekdays and 70 yuan/hour on weekends. 120 yuan/four hours on weekdays and 190 yuan/four hours on weekends.

If an Australian student wants to learn Chinese, he or she can   _   .","['call 010-69191617', 'fax 021-58609728', 'email cherrylf@hotmail. com.', 'call 021-58609228']",email cherrylf@hotmail. com.,0,race,0.75,"{'proba': [0.1, 0.2, 0.7, 0.0], 'response_idx': 2}",2,email cherrylf@hotmail. com.,"['call 010-69191617', 'fax 021-58609728', 'email cherrylf@hotmail. com.', 'call 021-58609228']","{'proba': [0.0, 0.9, 0.1, 0.0], 'response_idx': 1}",1,email cherrylf@hotmail. com.,"['call 010-69191617', 'fax 021-58609728', 'email cherrylf@hotmail. com.', 'call 021-58609228']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,call 021-58609228,"['call 010-69191617', 'fax 021-58609728', 'email cherrylf@hotmail. com.', 'call 021-58609228']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,email cherrylf@hotmail. com.,"['call 010-69191617', 'fax 021-58609728', 'email cherrylf@hotmail. com.', 'call 021-58609228']","{'email cherrylf@hotmail. com.', 'call 021-58609228'}",0.75,False
"The person saw his wife cheating on him, but tries to forget it, what was he doing?","['deceive himself', 'absorb moisture', 'enjoy life', 'experience pain']",deceive himself,0,csqa,1.0,"{'proba': [0.1, 0.2, 0.05, 0.65], 'response_idx': 3}",3,deceive himself,"['deceive himself', 'absorb moisture', 'enjoy life', 'experience pain']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,deceive himself,"['deceive himself', 'absorb moisture', 'enjoy life', 'experience pain']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,deceive himself,"['deceive himself', 'absorb moisture', 'enjoy life', 'experience pain']","{'proba': [0.7, 0.05, 0.1, 0.15], 'response_idx': 0}",0,deceive himself,"['deceive himself', 'absorb moisture', 'enjoy life', 'experience pain']",{'deceive himself'},1.0,True
"Beijing Opera is also called Peking Opera.. It came into being after 1790 when the famous four  Anhui opera troupe  came to Beijing. Its music and singing  came from Xipi and Er-huang in Anhui and Hubei. Its costtumes are all fascinating and artistic.It is the highest expression of the Chinese culture. It's full of famous stories , beautiful facial paintings, and wonderful gestures and fighting. This kind of opera is very popular with Chinese people.
There are four main roles in Beijing Opera: Sheng ,Dan, Jing and Chou. Sheng is the leading male  actor. For example , a Wusheng is a soldier or fighter .A Xiaosheng is a young man . A Laosheng is the comedy actor or clown.Dan is the female  role .  Jing,mostly male , is the face-painted role and Chou is the comedy actor or clown.
Stories in Beijing Opera are very intetesting . Some of them are from the history book ,but most of them are from the literature , especially famous novels . The people in the story usually have some disagreements. They become angry and uhappy . They are sad and lonely . Sometimes they are nervous and worried. Then they find a way to make peace . The stories usually end with happiness and lunghter and people are all happy in the end.

.Which of the following statements is TURE?","['Beijing Opera is the most popular in the world.', 'The people in the story usually are in agreement.', 'There are only four roles in Beijing Opera.', 'Peking Opera is full of different gestures.']",Peking Opera is full of different gestures.,0,race,1.0,"{'proba': [0.1, 0.4, 0.3, 0.2], 'response_idx': 1}",1,Peking Opera is full of different gestures.,"['Beijing Opera is the most popular in the world.', 'The people in the story usually are in agreement.', 'There are only four roles in Beijing Opera.', 'Peking Opera is full of different gestures.']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 1}",1,Peking Opera is full of different gestures.,"['Beijing Opera is the most popular in the world.', 'The people in the story usually are in agreement.', 'There are only four roles in Beijing Opera.', 'Peking Opera is full of different gestures.']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,Peking Opera is full of different gestures.,"['Beijing Opera is the most popular in the world.', 'The people in the story usually are in agreement.', 'There are only four roles in Beijing Opera.', 'Peking Opera is full of different gestures.']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,Peking Opera is full of different gestures.,"['Beijing Opera is the most popular in the world.', 'The people in the story usually are in agreement.', 'There are only four roles in Beijing Opera.', 'Peking Opera is full of different gestures.']",{'Peking Opera is full of different gestures.'},1.0,True
"Nick is a 14yearold school boy.His life is full of exams and studies on weekdays.He has little free time.He thinks playing computer games is the best way to make him relax.When he has free time,he sits in front of the computer.Just like that way,he neither eats nor drinks for several hours.
Last weekend,he played games on the computer again.He was too excited and didn't want to move.He didn't have anything for six hours.When he had to go to the bathroom,he found he could not move.He was taken to the hospital.The doctor told him he should do some more different kinds of activities.In other words,he needs more exercise and outdoor activities to make him have a healthy body.
After coming back from the hospital,Nick follows the doctor's advice.He often plays soccer with his friends.Sometimes he still plays computer games on weekends,but he never does it for long.Now,he lives a happy and healthy life.

Nick likes   _   in his free time.","['playing the guitar', 'riding a bike', 'playing computer games', 'having a school trip']",playing computer games,0,race,1.0,"{'proba': [0.9, 0.05, 0.02, 0.03], 'response_idx': 0}",0,playing computer games,"['playing the guitar', 'riding a bike', 'playing computer games', 'having a school trip']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,playing computer games,"['playing the guitar', 'riding a bike', 'playing computer games', 'having a school trip']","{'proba': [0.9, 0.05, 0.03, 0.02], 'response_idx': 0}",0,playing computer games,"['playing the guitar', 'riding a bike', 'playing computer games', 'having a school trip']","{'proba': [0.0, 0.0, 0.9, 0.1], 'response_idx': 2}",2,playing computer games,"['playing the guitar', 'riding a bike', 'playing computer games', 'having a school trip']",{'playing computer games'},1.0,True
Which of these is an example of liquid water?,"['Ice', 'Rain', 'Steam', 'Frost']",Rain,0,arc,1.0,"{'proba': [0.0, 0.0, 0.9, 0.1], 'response_idx': 2}",2,Rain,"['Ice', 'Rain', 'Steam', 'Frost']","{'proba': [0.0, 0.9, 0.0, 0.0], 'response_idx': 1}",1,Rain,"['Ice', 'Rain', 'Steam', 'Frost']","{'proba': [0.05, 0.1, 0.8, 0.05], 'response_idx': 2}",2,Rain,"['Ice', 'Rain', 'Steam', 'Frost']","{'proba': [0.0, 0.9, 0.0, 0.0], 'response_idx': 1}",1,Rain,"['Ice', 'Rain', 'Steam', 'Frost']",{'Rain'},1.0,True
Electric circuits provide energy for lightbulbs. Which of these prevents the flow of electrons?,"['a parallel circuit', 'a series circuit', 'a circuit that is open', 'a circuit that is closed']",a circuit that is open,0,arc,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,a circuit that is open,"['a parallel circuit', 'a series circuit', 'a circuit that is open', 'a circuit that is closed']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,a circuit that is open,"['a parallel circuit', 'a series circuit', 'a circuit that is open', 'a circuit that is closed']","{'proba': [0.1, 0.2, 0.2, 0.5], 'response_idx': 3}",3,a circuit that is open,"['a parallel circuit', 'a series circuit', 'a circuit that is open', 'a circuit that is closed']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,a circuit that is open,"['a parallel circuit', 'a series circuit', 'a circuit that is open', 'a circuit that is closed']",{'a circuit that is open'},1.0,True
Where would you be unlikely to find bugs?,"['roof', 'meadow', 'garbage can', 'garden']",roof,0,csqa,1.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,roof,"['roof', 'meadow', 'garbage can', 'garden']","{'proba': [0.1, 0.2, 0.3, 0.4], 'response_idx': 0}",0,roof,"['roof', 'meadow', 'garbage can', 'garden']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,roof,"['roof', 'meadow', 'garbage can', 'garden']","{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 0}",0,roof,"['roof', 'meadow', 'garbage can', 'garden']",{'roof'},1.0,True
"Nearly eight hundred million people in this world cannot read or write,most of them in developing countries.Two-thirds are women and girls.
John Wood who started the Room to Read campaign  ,has opened1650 schools and 15000 libraries in some of the world's poorest communities .He said that from the beginning,Room to Read's goal was to reach 10 million children around the world in the poorest countries.
In 1998,on a three-week vacation journey in Nepal,Wood met a local headmaster who invited him to visit his school in a far mountain village.The experience changed Wood's life.
""This headmaster had 450 students at the school,but he didn't have any books,"" Wood said.""He had a library that was empty.""
Wood promised to fill the library shelves and returned to the village one year later with some of his friends with 3000 books.And that was just the start.Later,Wood used some of his personal money to start Room to Read. He believes that world change begins with educated children.Today,the programme can be found in10 countries across Asia and Africa.
Wood believes the key to the program's success is local support.While Room to Read gives away money and provides books,communities offer land and parents help build the school.Agnes,a Room to Read teacher in Zambia who also runs the library,is proud to say the literacy' at her school has improved. Room to Read's biggest challenge is the huge need. Hundreds of communities have asked for literacy prograrnmes.One way of Room to Read's success is that it will achieve Wood's goal of reaching 10 million kids by 2015,five years earlier than it is planned.

When John Wood travelled in Nepal in 1998,he   _  .","['sent many books to local children', 'started the Room to Read campaign', 'visited many local schools', 'met a man who changed his life']",met a man who changed his life,0,race,1.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,met a man who changed his life,"['sent many books to local children', 'started the Room to Read campaign', 'visited many local schools', 'met a man who changed his life']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,met a man who changed his life,"['sent many books to local children', 'started the Room to Read campaign', 'visited many local schools', 'met a man who changed his life']","{'proba': [0.1, 0.6, 0.1, 0.2], 'response_idx': 1}",1,met a man who changed his life,"['sent many books to local children', 'started the Room to Read campaign', 'visited many local schools', 'met a man who changed his life']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,met a man who changed his life,"['sent many books to local children', 'started the Room to Read campaign', 'visited many local schools', 'met a man who changed his life']",{'met a man who changed his life'},1.0,True
In 1968 the Oscars were postponed for 48 hours because of whose death?,"['reverend doctor martin luther king junior', 'martin king jr', 'luther king', 'martin luther king']",martin luther king,0,trivia,0.25,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,martin luther king,"['reverend doctor martin luther king junior', 'martin king jr', 'luther king', 'martin luther king']","{'proba': [0.4, 0.4, 0.1, 0.1], 'response_idx': 0}",0,reverend doctor martin luther king junior,"['reverend doctor martin luther king junior', 'martin king jr', 'luther king', 'martin luther king']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,reverend doctor martin luther king junior,"['reverend doctor martin luther king junior', 'martin king jr', 'luther king', 'martin luther king']","{'proba': [0.4, 0.2, 0.1, 0.3], 'response_idx': 0}",0,reverend doctor martin luther king junior,"['reverend doctor martin luther king junior', 'martin king jr', 'luther king', 'martin luther king']","{'martin luther king', 'reverend doctor martin luther king junior'}",0.75,False
Michael learned that the movement of Earth in the solar system causes changes that can be seen on the planet. Which change could be seen on Earth in the time it takes Earth to rotate once on its axis?,"['January changing to February', 'day becoming night', 'a new moon becoming a full moon', 'winter changing to spring']",day becoming night,0,arc,1.0,"{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,day becoming night,"['January changing to February', 'day becoming night', 'a new moon becoming a full moon', 'winter changing to spring']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,day becoming night,"['January changing to February', 'day becoming night', 'a new moon becoming a full moon', 'winter changing to spring']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,day becoming night,"['January changing to February', 'day becoming night', 'a new moon becoming a full moon', 'winter changing to spring']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,day becoming night,"['January changing to February', 'day becoming night', 'a new moon becoming a full moon', 'winter changing to spring']",{'day becoming night'},1.0,True
People can get junk food and play games during what?,"['state park', 'carnival', 'opera', 'playstation']",carnival,0,csqa,0.75,"{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,carnival,"['state park', 'carnival', 'opera', 'playstation']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,carnival,"['state park', 'carnival', 'opera', 'playstation']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,playstation,"['state park', 'carnival', 'opera', 'playstation']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,carnival,"['state park', 'carnival', 'opera', 'playstation']","{'playstation', 'carnival'}",0.75,False
"She wanted to donate her old clothes to charity, she began folding and stacking the clothing into a what?","['box', 'trash', 'trunk', 'bag']",box,0,csqa,0.5,"{'proba': [0.1, 0.3, 0.4, 0.2], 'response_idx': 2}",2,bag,"['box', 'trash', 'trunk', 'bag']","{'proba': [0.4, 0.3, 0.2, 0.1], 'response_idx': 0}",0,box,"['box', 'trash', 'trunk', 'bag']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,bag,"['box', 'trash', 'trunk', 'bag']","{'proba': [0.6, 0.1, 0.2, 0.1], 'response_idx': 0}",0,box,"['box', 'trash', 'trunk', 'bag']","{'box', 'bag'}",0.75,False
"Recycling of a resource, such as paper, is important because","['using recycled paper reduces the cutting of new trees.', 'most paper is made from species of trees that are endangered.', 'paper companies cannot make enough paper.', 'recycled paper is less expensive than paper made without recycling.']",using recycled paper reduces the cutting of new trees.,0,arc,1.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,using recycled paper reduces the cutting of new trees.,"['using recycled paper reduces the cutting of new trees.', 'most paper is made from species of trees that are endangered.', 'paper companies cannot make enough paper.', 'recycled paper is less expensive than paper made without recycling.']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,using recycled paper reduces the cutting of new trees.,"['using recycled paper reduces the cutting of new trees.', 'most paper is made from species of trees that are endangered.', 'paper companies cannot make enough paper.', 'recycled paper is less expensive than paper made without recycling.']","{'proba': [0.6, 0.2, 0.1, 0.1], 'response_idx': 0}",0,using recycled paper reduces the cutting of new trees.,"['using recycled paper reduces the cutting of new trees.', 'most paper is made from species of trees that are endangered.', 'paper companies cannot make enough paper.', 'recycled paper is less expensive than paper made without recycling.']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,using recycled paper reduces the cutting of new trees.,"['using recycled paper reduces the cutting of new trees.', 'most paper is made from species of trees that are endangered.', 'paper companies cannot make enough paper.', 'recycled paper is less expensive than paper made without recycling.']",{'using recycled paper reduces the cutting of new trees.'},1.0,True
Who founded the magazine Camera Work?,"['alfred steiglitz', 'steiglitz alfred', 'alfred stieglitz', 'emmeline obermeyer']",alfred stieglitz,0,trivia,1.0,"{'proba': [0.1, 0.8, 0.1, 0.0], 'response_idx': 1}",1,alfred stieglitz,"['alfred steiglitz', 'steiglitz alfred', 'alfred stieglitz', 'emmeline obermeyer']","{'proba': [0.4, 0.1, 0.4, 0.1], 'response_idx': 0}",0,alfred stieglitz,"['alfred steiglitz', 'steiglitz alfred', 'alfred stieglitz', 'emmeline obermeyer']","{'proba': [0.4, 0.1, 0.1, 0.4], 'response_idx': 3}",3,alfred stieglitz,"['alfred steiglitz', 'steiglitz alfred', 'alfred stieglitz', 'emmeline obermeyer']","{'proba': [0.4, 0.1, 0.4, 0.1], 'response_idx': 2}",2,alfred stieglitz,"['alfred steiglitz', 'steiglitz alfred', 'alfred stieglitz', 'emmeline obermeyer']",{'alfred stieglitz'},1.0,True
If there is nothing left after paying bills you are what?,"['headaches', 'broke', 'empty', 'worries']",broke,0,csqa,1.0,"{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,broke,"['headaches', 'broke', 'empty', 'worries']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,broke,"['headaches', 'broke', 'empty', 'worries']","{'proba': [0.1, 0.05, 0.8, 0.05], 'response_idx': 2}",2,broke,"['headaches', 'broke', 'empty', 'worries']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,broke,"['headaches', 'broke', 'empty', 'worries']",{'broke'},1.0,True
What often happens to students faces when learning about science?,"['satisfaction', 'smiles', 'accidents', 'frustration']",smiles,0,csqa,0.75,"{'proba': [0.1, 0.4, 0.3, 0.2], 'response_idx': 1}",1,smiles,"['satisfaction', 'smiles', 'accidents', 'frustration']","{'proba': [0.4, 0.3, 0.2, 0.1], 'response_idx': 0}",0,smiles,"['satisfaction', 'smiles', 'accidents', 'frustration']","{'proba': [0.4, 0.3, 0.2, 0.1], 'response_idx': 0}",0,smiles,"['satisfaction', 'smiles', 'accidents', 'frustration']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,frustration,"['satisfaction', 'smiles', 'accidents', 'frustration']","{'smiles', 'frustration'}",0.75,False
Which of these will take the LONGEST time to observe?,"['One ocean-tide cycle', 'An acorn growing into an adult tree', 'A caterpillar becoming a butterfly', 'One moon-phase cycle']",An acorn growing into an adult tree,0,arc,1.0,"{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 3}",3,An acorn growing into an adult tree,"['One ocean-tide cycle', 'An acorn growing into an adult tree', 'A caterpillar becoming a butterfly', 'One moon-phase cycle']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,An acorn growing into an adult tree,"['One ocean-tide cycle', 'An acorn growing into an adult tree', 'A caterpillar becoming a butterfly', 'One moon-phase cycle']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,An acorn growing into an adult tree,"['One ocean-tide cycle', 'An acorn growing into an adult tree', 'A caterpillar becoming a butterfly', 'One moon-phase cycle']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,An acorn growing into an adult tree,"['One ocean-tide cycle', 'An acorn growing into an adult tree', 'A caterpillar becoming a butterfly', 'One moon-phase cycle']",{'An acorn growing into an adult tree'},1.0,True
"The man had been entertaining his whole life, being in his nineties now doing a show can lead to what?","['embarrassment', 'laughter', 'fulfillment', 'fatigue']",fatigue,0,csqa,0.0,"{'proba': [0.25, 0.35, 0.25, 0.15], 'response_idx': 1}",1,fulfillment,"['embarrassment', 'laughter', 'fulfillment', 'fatigue']","{'proba': [0.2, 0.1, 0.3, 0.4], 'response_idx': 3}",3,fulfillment,"['embarrassment', 'laughter', 'fulfillment', 'fatigue']","{'proba': [0.25, 0.15, 0.3, 0.3], 'response_idx': 3}",3,fulfillment,"['embarrassment', 'laughter', 'fulfillment', 'fatigue']","{'proba': [0.1, 0.2, 0.6, 0.1], 'response_idx': 2}",2,fulfillment,"['embarrassment', 'laughter', 'fulfillment', 'fatigue']",{'fulfillment'},1.0,False
"My name is Panrit. I live in Samutprakarn. It is about thirty kilometers south of Bangkok,the capital of Thailand. My house is near a museum and opposite a school.
My house has two floors,two bedrooms and two toilets. We don't have a dining room,so we eat our meals in the living room. There are four people in my family, my mum,my dad,my brother and I. My house doesn't have a garden but we have some plants in pots . We also have some small fish. My mum likes the plants very much. She usually waters and looks after them when she's at home.
I don't usually stay at home. I usually stay at my grandma's home because it is more comfortable. In her home. there is no homework. and all I have to do is to play.

The best title for the passage should be  _  .","['My Student Life', 'My Grandma', 'My Parents', 'My Home']",My Home,0,race,1.0,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,My Home,"['My Student Life', 'My Grandma', 'My Parents', 'My Home']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,My Home,"['My Student Life', 'My Grandma', 'My Parents', 'My Home']","{'proba': [0.1, 0.4, 0.2, 0.3], 'response_idx': 1}",1,My Home,"['My Student Life', 'My Grandma', 'My Parents', 'My Home']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,My Home,"['My Student Life', 'My Grandma', 'My Parents', 'My Home']",{'My Home'},1.0,True
"""Which TV series intro said, """"Return with us now to those thrilling days of yesteryear""""?""","['hi yo silver away', 'lone ranger film project', 'lone ranger', 'silver horse']",lone ranger,0,trivia,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,lone ranger,"['hi yo silver away', 'lone ranger film project', 'lone ranger', 'silver horse']","{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,lone ranger,"['hi yo silver away', 'lone ranger film project', 'lone ranger', 'silver horse']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,lone ranger,"['hi yo silver away', 'lone ranger film project', 'lone ranger', 'silver horse']","{'proba': [0.1, 0.2, 0.7, 0.0], 'response_idx': 2}",2,lone ranger,"['hi yo silver away', 'lone ranger film project', 'lone ranger', 'silver horse']",{'lone ranger'},1.0,True
In which decade was Charles Schulz born?,"['1930–1939', '1930s', '1930s decade', 'nineteen thirties']",1930s,0,trivia,0.5,"{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 0}",0,1930s,"['1930–1939', '1930s', '1930s decade', 'nineteen thirties']","{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 0}",0,1930s decade,"['1930–1939', '1930s', '1930s decade', 'nineteen thirties']","{'proba': [0.25, 0.25, 0.25, 0.25], 'response_idx': 0}",0,1930s decade,"['1930–1939', '1930s', '1930s decade', 'nineteen thirties']","{'proba': [0.1, 0.3, 0.3, 0.3], 'response_idx': 1}",1,1930s,"['1930–1939', '1930s', '1930s decade', 'nineteen thirties']","{'1930s', '1930s decade'}",0.75,False
Where in Lybia did Australian troops take a seaport occupied by the Italians in 1941?,"['tobruk', 'antipyrgos titular see', 'tobruk libya', 'antipyrgos']",tobruk,0,trivia,0.75,"{'proba': [0.1, 0.4, 0.4, 0.1], 'response_idx': 1}",1,tobruk,"['tobruk', 'antipyrgos titular see', 'tobruk libya', 'antipyrgos']","{'proba': [0.4, 0.3, 0.2, 0.1], 'response_idx': 0}",0,tobruk libya,"['tobruk', 'antipyrgos titular see', 'tobruk libya', 'antipyrgos']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,tobruk,"['tobruk', 'antipyrgos titular see', 'tobruk libya', 'antipyrgos']","{'proba': [0.7, 0.1, 0.2, 0.0], 'response_idx': 0}",0,tobruk,"['tobruk', 'antipyrgos titular see', 'tobruk libya', 'antipyrgos']","{'tobruk', 'tobruk libya'}",0.75,False
Which best describes two organ systems working together to help maintain homeostasis?,"['The reproductive organs produce sex cells.', 'The bones and muscles of the hand work together to grip a pencil.', 'The nerves carry signals from the eye to the brain.', 'The muscles of the chest tighten to push carbon dioxide out of the lungs.']",The muscles of the chest tighten to push carbon dioxide out of the lungs.,0,arc,1.0,"{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,The muscles of the chest tighten to push carbon dioxide out of the lungs.,"['The reproductive organs produce sex cells.', 'The bones and muscles of the hand work together to grip a pencil.', 'The nerves carry signals from the eye to the brain.', 'The muscles of the chest tighten to push carbon dioxide out of the lungs.']","{'proba': [0.1, 0.4, 0.3, 0.2], 'response_idx': 1}",1,The muscles of the chest tighten to push carbon dioxide out of the lungs.,"['The reproductive organs produce sex cells.', 'The bones and muscles of the hand work together to grip a pencil.', 'The nerves carry signals from the eye to the brain.', 'The muscles of the chest tighten to push carbon dioxide out of the lungs.']","{'proba': [0.1, 0.3, 0.4, 0.2], 'response_idx': 2}",2,The muscles of the chest tighten to push carbon dioxide out of the lungs.,"['The reproductive organs produce sex cells.', 'The bones and muscles of the hand work together to grip a pencil.', 'The nerves carry signals from the eye to the brain.', 'The muscles of the chest tighten to push carbon dioxide out of the lungs.']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,The muscles of the chest tighten to push carbon dioxide out of the lungs.,"['The reproductive organs produce sex cells.', 'The bones and muscles of the hand work together to grip a pencil.', 'The nerves carry signals from the eye to the brain.', 'The muscles of the chest tighten to push carbon dioxide out of the lungs.']",{'The muscles of the chest tighten to push carbon dioxide out of the lungs.'},1.0,True
